id,sentence,price,quality,environment,service,other
334,outlet was once a treat for they punjabi dishes but over they period of time they quality is going down and they so called good oddest taste has been missing they mark more than once,,,,,
334,yesterday ordered for one portion of puri cooley and one portion of puri all,,,,,
334,they paris were fat and oily,,Negative,,,
334,they all curry was more like hing asafoetida curry and had to dig through they gravy for cooley,,Negative,,,
334,our breakfast was definitely spoiled,,Negative,,,
334,in my last order of rama cha wal same thing had happened,,,,,
334,i really had to search for they rajas in they gravy,,Negative,,,
334,wish they management will work upon they food quality,,,,,
334,because at this rate they are losing out on loyal customers,,,,,
335,at first accepted they order but after waiting for forty five in they have declined they order,,,,Negative,
335,least bothered to respond to they calls,,,,Negative,
335,switched off they mobile,,,,Negative,
335,i do not understand why do these restaurants provide their mobile number if they do not have intention to respond to customers,,,,,
335,in case of cancelling they order why should they restaurant accept they order first and a should they regret to decline they order that too after forty five mind,,,,,
336,avoid this place for your lifetime if you want to stay healthy,,,,,
336,we have ordered mutton bryan and it had dead flies in it we thought it fell into they bryan bowl while adding rice into it but when my husband thoroughly checked they whole bryan we could easily see three within three minutes,,Negative,,,
336,we have complained about it to they waiter and waited for fifteen minutes hoping someone will come and explain what went wrong,,,,,
337,very less quantity and food taste also not god,,Negative,,,
338,not as regular no chico sticks are there not satisfied lose of money,,Negative,,,
339,i ordered maratha and mulches from here yesterday night and out of three two were burnt,,Negative,,,
339,taste was horrible,,Negative,,,
339,and when we complained in tomato chat they gave twenty seven credit points as if that makes up for everything,,,,Negative,
339,our order was of much more value and then we had to order again from some place else coz no one will eat burnt food like that,,,,,
339,horrible service by being hungry and tomato,,,,Negative,
339,they do not take their customers seriously at all,,,,Negative,
339,will never ever order from this place again nor will my friends order from here again,,,,,Negative
340,well sometimes rating can be misleading,,,,,
340,we visited they restaurant first time checking its online rating but found it too be much worst than one can imagine,,,,,
340,they beer we selected from menu was not available so we decided to go for bucket of corona bucket,,,,,
340,bucket beers are either served in ice bucket or at least bar tender ask customers to check it is chilled,,,,Negative,
340,well here they good bar tender bought all six beers holding in his hand and was about to open it when we checked its temp,,,,,
340,we were surprised to find it almost equal to room temp,,Negative,,,
340,and they irritating part was when they waiter behaved as if its too normal to serve such beer,,,,Negative,
340,we asked for they best food they have and in next ten mind we had dragon chicken served,,,,,
340,eating it all i can say if it is you are best then your worst is not for humans,,Negative,,,
340,next we ordered crispy corn not to surprise us crispy part was completely missing and marsala added on top of it was enough to burn you are taste bud,,Negative,,,
340,all i can say if you know what a good food ambiance and hang out place never ever visit this place,,,,,
341,very slow service food was very cold and tasteless,,Negative,,Negative,
341,tables were not cleaned properly,,,,Negative,
341,not worth going again,,,,,Negative
341,although ice tea was decent enough,,,,,
342,chicken inside they shaw area got spoiled and smelling too once opened it and was smelling spoiled before ordering only i thought they might use left off chicken as this is afternoon time,,Negative,,,
342,but due to they trust on shah house ordered it and initially shaw area quality use to be very good and now full of mayonnaise and and no dry fruits added to it,,Negative,,,
342,i last order i thought it was by mistake he forgot but even yesterday i ordered shaw area and he repeated they same food quality in shah house getting bad day by day,,Negative,,,
343,i received my life times worst ever noodles from here got a smell and taste like it is burnt over coal though it has been two days since i tasted my buds still remember they taste,,Negative,,,
343,hate that and no response from tomato for they complaint even now,,,,Negative,
343,i do not prefer to order or have something from this place again,,,,,Negative
344,this place is nothing as it is shown in they images,,,,,
344,they ambience maybe good but they service is too bad,,,Positive,Negative,
344,they chicken salt and pepper was nothing as simple as i thought and they tai pei crispy chicken was not all crisp,,,,,
344,and if this was not enough they add on was they main course,,,,,
344,they name mentioned in they menu for they main course resembles more of a continental food which creates a lot of confusion,,,,,
344,we ordered three dishes for main course not having any about they fact that they dishes are gravies rather than semi gravy,,,,,
344,they worst is they suggestions from they manager who suggested us to have a rice item along with they dishes we ordered,,,,Negative,
344,knowing that they dishes comes with gravy and it would be too much for three people to have that much gravy it was very disappointing to have a suggestion from them,,,,,
344,moreover despite of showing they tomato gold coupon they code was not added and even after having such a bad experience and complaining about they food they added an extra service charge to they final bill,,,,Negative,
344,will not complain much about they ambience but they food menu is a bit confusing,,,,,
344,my suggestion would be if you already had a drink or too its better not to order without asking and importantly do not try and take suggestion from they management,,,,,
344,been to many asian restaurants had bad food but never got so confused about they menu,,,,,
344,i had san dip zachary a with me,,,,,
344,both of us are very disappointed,,,,,Negative
344,a big no no to this place,,,,,Negative
345,my peace of advice plus do not waste your money,,,,,
345,over price but buffet spread has very less items,Negative,Negative,,,
345,very much disappointed and they food was not even hot,,Negative,,,
346,they just cancelled they order after an hour,,,,Negative,
346,this was not at all justified and not at all accepted,,,,,
346,had a very bad first experience of they restaurant,,,,,Negative
347,just have been here for a team lunch,,,,,
347,they said they offer buffet and when we sit to eat it is just one non veg starter and two veg starters,,,,,
347,when we enquire they say that sandwich is a starter low and even they starters look like prepared for breakfast and served for lunch,,,,Negative,
347,would never ever recommend this place for buffet,,,,,Negative
347,worst experience,,,,,Negative
347,would have given zero rating if it existed,,,,,
348,food worst taste and please do not order from here as well as from tomato,,Negative,,,
348,i order double egg and double chicken maggie but they kept half egg and they taste is worst worst worst,,Negative,,Negative,
349,not they good one i ordered chicken keep and chicken cheese print a from they bestseller list,,,,,
349,they stuffing was less and they print a was not soft it was heavy in quantity and very hard,,Negative,,,
349,no taste in stuffing no salt no spice,,Negative,,,
349,what i liked from they trip if is they packaging,,,,Positive,
349,no offence genuine and honest feedback,,,,,
350,over fried french fries,,Negative,,,
350,buy one get one in bengali sweets which have a limited shelf life you guessed it right they are almost close to expiry,,,,,
350,spicy pasta despite asking for no spice,,,,Negative,
350,no manager on site to complain,,,,Negative,
350,bring someone here if you want to embarrass them,,,,,
351,worst packing milk shake is leaked to outside,,,,Negative,
352,worst experience ever mandy lovers please avoid visiting this place to avoid huge disappointment post office hours visited they place to have mandy ambience was below average there were no customers in they restaurant we ordered three mantis which has arrived after thirty minutes and they rice was cold and not tasty at all they meat served was so tough waste of money not at all worth please donor visit this place by seeing four two stars in tomato profile we will never go back to this place again,,Negative,Negative,,
352,would have given zero stars if i had a option over all this place is just waste of your time and money,,,,,
353,me and boys went to watch match here we are regular customers here,,,,,
353,but manager asked us to leave abruptly in between they match,,,,,
353,he called bouncers upon us which was totally unnecessary,,,,,
353,cannot have a good time here,,,,,
353,will not recommend this place,,,,,Negative
354,i did not got they order and i kept calling they delivery guy and he was not receiving my call,,,,Negative,
354,i do not know what is wrong with they delivery boy literally pathetic service,,,,Negative,
355,how can be polite and friendly while writing review if we are not getting what we order,,,,,
355,ordered a mutton hindi in tomato and got chicken hindi,,,,,
355,how ridiculous and irresponsible,,,,,Negative
356,no one is a royal guest food two seven ambiance three seven service three seven vim two seven i unfortunately took my guests to khan saab and learnt a life lesson never try experiment new places when you have guests we ordered mutton galactic kebab mir chi chicken nikki and panzer nikki for starters what place does not have mint chutney when you serve kebabs,,Negative,Neutral,Neutral,
356,yes they dint have mint chutney and galactic kebab was so difficult to finish data soup was no better too,,Negative,,,
356,in main course we ordered nikki bryan and veg bryan and they dint have mir chi a alan in this nikki bryan was sweet on taste,,Negative,,,
356,it actually tasted like drumstick curry to me,,Negative,,,
356,such weird analogy but true rita was they only thing i liked of all,,,,,
356,they dint have lass soda or milk shakes too,,,,,
356,i dint even bother to click any pics what a way to disappoint my guests,,,,,
357,taste was pathetic i did not like it,,Negative,,,
357,roadside ice cream would be better than this,,,,,
358,i be been coming to this branch on a weekly basis,,,,,
358,off lately like from four weeks or so whenever i ask for they beer of my choice of ultra or of draught you guys just bluntly tell me that it is not available,,,,,
358,once i be asked karen directly and he told me that they would be available only during they weekdays,,,,,
358,i be visited this place today i a,,,,,
358,wednesday and it is they same story again,,,,,
358,i a forced to order heineken or bird,,,,Negative,
358,they worst part was when i was about to push off after our hangout i be seen almost everyone inside drinking towers of draught beer and when i be asked they just ignored and did not even care to respond,,,,,
358,like really,,,,,
358,speaking on everyone is behalf it could be a budget constraint or someone is personal preference of beer but not providing equal service to every customer is unprofessional and i a really disappointed this time,,,,,
358,well what can i say mustang is much better they offer everything in they menu,,,,,
358,i never expected that id drop such a review for one of they most happening pubs in had but i really cannot help it this time,,,,,
358,work this out as soon as possible,,,,,
359,no taste waste of money,,Negative,,,
360,had they misfortune of visiting this place on new years day,,,,,
360,we were given they run around with they table then it took them thirty mind to take our order only to forget all about it,,,,,
360,after an hour of reaching they place we realise they food is not even ready,,,,,
360,not even an apology,,,,,
360,thoroughly disappointed,,,,,
361,decor a all great,,,,,
361,reviews bought me here with high expectations,,,,,
361,they food was rancid and did not look well prepared or freshly made,,Negative,,,
361,i ordered some cheese soft,,,,,
361,it was hard as a rock that soft,,Negative,,,
361,overall super weird punjabi food,,Negative,,,
361,easy on they pocket but it is not something i would try again,,,,,Negative
362,writing this review as soon as i got out of they restaurant from they beginning itself they restaurant caught my bad impression and bad experience,,,,,
362,left right after starters,,,,,
362,i would not even care to rate it one star,,,,,
362,one of worst restaurants to dine in,,,,,
362,i think it will be good experience for corporate lunches or dinners because they more they people they more they after reaching at two pm there was no receptionist,,,,,
362,after they receptionist finally came they made us wait for more than twenty minutes to find and set up they table for just two people,,,,,
362,it was very clear that they tables just needed plates to be arranged,,,,Negative,
362,that is it,,,,,
362,a piece of advise to you all if you see any restaurant taking this long without any valid reason then please get outta there,,,,,
362,neither proper a chambers nor proper cooling,,,Negative,,
362,it was hot,,,,,
362,thanks potpourri for understanding and making our dining uncomfortable,,,,,
362,after we sat they took extremely long time and then cared to ask if we are opting for veg or non veg,,,,,
362,by this time i was already wondering if they thought we are idiots and they can just make us wait and treat however they want i just realised that it was true,,,,Negative,
362,after soup and buttermilk starters were served painfully slow,,,,Negative,
362,it took more than an hour for them to finish serving just six starters,,,,,
362,were they kidding me,,,,,
362,they wasted my precious time and this is not what a customer wants,,,,Negative,
362,if you cannot give importance to our time then we better eat elsewhere,,,,,
362,we had to school they waiters regarding their service then we spoke to their leader i guess and he also gave they same old typical answer sorry,,,,Negative,
362,ill just get that served for you,,,,,
362,we do not want no sorry,,,,,
362,you cannot placate us with sorry for our time hard work and money spent,,,,,
362,after seeing no improvement we finally had to speak to they manager as listen to sorry,,,,,
362,i decided to leave they restaurant,,,,,
362,after all this he had they audacity to charge us they complete bill,,,,,
362,it was one thousand one hundred,,,,,
362,it was not even worth it even if we had they whole menu,,,,,
362,after arguing he decided to give ten discount which in his case made a hole in his pocket as as if it would make it up for they experience we had,,,,,
362,would not suggest nor would even like to think about this restaurant,,,,,
362,starters i found they starters to be normal good in quality,,Positive,,,
362,not very impressive nor was menu standing out,,,,,
362,if you pay one hundred two hundred more you will be getting much better restaurant in many aspects especially in terms of food,,,,,
362,one,,,,,
362,soup we were served chicken soup,,,,,
362,it was not impressive,,,,,
362,it was fine,,Neutral,,,
362,two,,,,,
362,buttermilk under drinks it was tasty,,Positive,,,
362,three,,,,,
362,chicken nikki it was of,,Positive,,,
362,it was hard sometimes soft,,,,,
362,four,,,,,
362,armani panzer nikki it was very good in taste,,Positive,,,
362,five,,,,,
362,jodi very do it was chicken with common known mar nation,,,,,
362,i mean it felt like typical indian curry,,,,,
362,it was just good,,Positive,,,
362,six,,,,,
362,fried veg green chilli it was just of in taste,,Positive,,,
362,could not make out if it is actually chilly,,,,,
362,seven,,,,,
362,corn fried fish it was fish coated with corn flakes which was giving nice honey taste,,Positive,,,
362,probably this is they only best thing there,,,,,
362,eight,,,,,
362,crispy corn corn was crispy as expected and tasted good,,Positive,,,
362,main course i found it to be typically common,,,,,
362,nothing new if you have been to buffets before,,,,,
362,accompaniments were regular papa curd naan roth,,,,,
362,desserts not much varieties,,,,,
362,what is there is menu is served,,,,,
362,ambience i do not care about ambience as long as food is good and my patience is not tested,,,,,
363,is that what oder fry pieces bryan no one will speak that it is fry pieces bryan,,,,,
363,it is a chicken curry with only onions,,,,,
364,pathetic place,,,,,
364,we had ordered for non spicy food but what they served us was tasteless spicy food,,,,Negative,
364,also when we wanted to order for dessert they said everything in they dessert menu got over by lunch and hence there is nothing left for dinner,,,,,
365,they ordered food was not good spoilt,,Negative,,,
366,we have been to urban asia kitchen bar each bowl,,,,,
366,we ordered crisp noodles shrimps with sweet and sour sauce which was obviously a wrong choice,,Negative,,,
366,crispy noodles is never a right choice at least for me wherever you go and sweet a sour soup with shrimps just made it worse,,Negative,,,
366,i am a seafood lover and they quantity and size of shrimps did not justify its price,,Negative,,,
366,next was standing pomfret dish in she wan sauce which turned out to be a disappointment,,Negative,,,
366,who prepares pomfret in all purpose flour,,,,,
366,it was not good at all,,Negative,,,
367,food is too spicy she wan chicken fried rice that we cannot keep it in mouth,,Negative,,,
367,had to throw all they food,,Negative,,,
367,waste of money,,,,,Negative
367,i think they kept chilli powder on top,,,,,
368,i had they worst experience with they food and they service food is not great and they service took so long they place is not totally air conditioned and they staff is a bit rude to customers,,Negative,Negative,Negative,
369,it has absolutely nothing for vegetarians,,,,,
369,there are a couple of starters but that is pretty much it,,,,,
369,absolutely no variety either for they main course and even they deserts were disappointing,,Negative,,,
369,all in all a pretty disappointing experience that felt heavy on they pocket,,,,,Negative
369,hope you will start considering vegetarians and their palates too,,,,,
370,this is they quantity of chicken garlic fried rice everything we ordered is of so less quantity,,Negative,,,
370,terrible i hate to spend eight hundred and still be hungry total embezzle,,,,,Negative
371,ordered family pack but delivered regular bryan,,,,Negative,
372,we did not receive what we ordered,,,,Negative,
373,it was cold an tasted by what do you do for that,,Negative,,,
374,delivery boy was rude and talked rubbish things,,,,Negative,
374,also tomato representative confirm that it will get credited to tomato wallet but still it has not happened,,,,Negative,
375,very worst taste i have ever had in my life,,Negative,,,
375,even compared to others like is bakers karachi bakery pizza are better than this,,,,,
375,do not want to refer,,,,,Negative
376,no rita no dry fruits no onions,,Negative,,,
377,worst experience especially at each bowl branch no proper management,,,,Negative,
377,food was not cooked properly,,Negative,,,
377,food quality was worst and quantity was less and prices were huge,Negative,Negative,,,
378,they worst food i ever had,,Negative,,,
378,starters and main course is so worst to taste and you can eat july jan pieces by searching them in they water,,Negative,,,
379,been there with friends,,,,,
379,they took two hours to get a starter,,,,Negative,
379,no lights and he refused to turn on lights,,,,Negative,
379,regret visiting this place,,,,,
379,i will not go there again,,,,,Negative
380,cannot review it as they order and they delivery are not matching,,,,Negative,
380,disappointed,,,,,Negative
381,their delivery sucks their customer service has dropped pathetic customer service very rude delivery guys who have no manners how to speak to women i will never order from pfc again really if you continue to misbehave ill treat your customers you will pay for it you will be chucked out of india like mac donald okay never threaten your customers you guys are disgusting will never order from you again i hope you shut down because you do not respect your customers any more pathetic disgusted with pfc,,,,Negative,
382,waste of money and worst taste i have ever tasted and very disappointed with tomato again,,Negative,,,
382,on my view please eliminate this restaurant from your orders wallet and save your clients,,,,,
382,thanks in advance,,,,,
383,if there was minus rating i would have given that,,,,,
383,memos were cold,,Negative,,,
384,too much cheese and also it smelled stale,,Negative,,,
385,we were here to give our treat to a group of friends,,,,,
385,what started out with cold barbeque bad grills turned out to worst,,Negative,,,
1150,i have been to this place for random dinner with friends and it was they most stupid decision,,,,,Negative
1150,they place is they perfect example of mismanagement,,,,Negative,
1150,they food was also pathetic,,Negative,,,
1150,we have ordered sambar rice after a lot of disappointment thinking that a least it will come on time and will be good in taste but i guess they were checking our patience and it took almost twenty twenty five in for us to get that,,,,Negative,
1150,they were so slow even in providing bill and on top of that they have added service charge without even our notice,Negative,,,Negative,
1150,i have given two stars only because they manager owner not sure was really very courteous and he has asked not to pay by acknowledging our complaints,,,,Negative,
1151,went on a sat noon,,,,,
1151,food is of type not that tasty gabonese is sweet whf,,Neutral,,,
1151,mutton is not tasty,,Negative,,,
1151,chicken starter was crispy reason for two,,Negative,,,
1151,i did not like they desert also,,Negative,,,
1151,verdict not recommend skip,,,,,Negative
1152,really average had buffet lunch,,Neutral,,,
1152,served everything on table,,,,Neutral,
1152,nothing great about it really average interiors food was just not bad but just above bad passing marks you could say in terms of food ambience and money would not recommend it and big no for a two time tried and forgotten,Neutral,Negative,Neutral,,
1153,i went for dinner with my friends,,,,,
1153,they food is good,,Positive,,,
1153,we ordered chicken man chow soup polo fish as starters and alfredo pasta as they main course,,Neutral,,,
1153,butt we found a cockroach on they table while we were having our dinner,,Negative,,,
1153,so two star as it really freaked me out,,,,,Negative
1154,ordered noodles and received without a fork how am i supposed to eat,,,,Negative,
1155,went with our friends for a casual lunch on friday as usual it was so rush and waiters and staff over there are in hurry to serve us fast and want to throw us out of they restaurant yeah it is fine we can understand but there should be a polite way to convey they same it should not be like you are time is done leave now leave now that is a negative of they management over there,,,,Negative,
1155,coming to they food for veg they starters are only three potato crispy corn and mushroom and on they grill pineapple and panzer,,Neutral,,,
1155,not a worthy starters for veg for non veg starters were good there are all varieties of non vegetarian on grill and served in plates main course not at all worthy and not tasty only one rice item tasteless and curries and other items were not tasty salads were good chat items not worthy deserts are good three desk sweets and as usual pastries cakes and pudding and lastly they people working over there forces us to give five rating on tomato even before we complete our lunch and leave out,,Negative,,Negative,
1155,they want us to give they rating in front of them finally ambience three five food two five service four five,,Negative,Neutral,Positive,
1156,hi this time we are not satisfied in flesh azo,,Negative,,,
1156,starters are not much hot most of them are room temperature or little warm we have asked for fish starter we got only two pieces bbl wings are not good too hard mango chilli prawns not much tasty only mazda coating smell no flavour nothing we are not happy with flesh azo each bowl,,Negative,,,
1157,please look at they below image,,,,,
1157,this is how i got my order when i order from tomato,,,,,
1157,i had a confusion to eat it or gulp it,,Negative,,,
1157,however i gave two for they brown,,Negative,,,
1158,very spicy and ada is uncooked disappointing,,Negative,,,
1159,they taste and quality of they food here is on a slippery slope,,Negative,,,
1159,i used to love they boston creme donuts,,Positive,,,
1159,what once used to have a juicy creamy filling is now a misers dab,,Negative,,,
1159,burgers have also lost their taste and are mostly insincere,,Negative,,,
1160,firstly they seating space is less and they music for garden seating is really bad,,,Negative,,
1160,some of they items in food menu were good but my mood was dampened by they extremely bad service,,Positive,,Negative,
1160,this not a place to spend more time or chill,,,Negative,,
1161,i have been here many times,,,,,Positive
1161,i like they food,,Positive,,,
1161,but never order food online you will get very cold food inspire of instructions to name a few samosas veg bryan,,,,Negative,
1161,etc you will definitely regret,,,,,Positive
1162,so less quantity at so high rate,Negative,,,,
1163,they food here was of,,Neutral,,,
1163,but they service was worst ever,,,,Negative,
1163,if you have three four hrs free time to spend then come here,,,,Negative,
1163,they service is slow as sloth,,,,Negative,
1163,we ordered starters got it after thirty in,,,,Negative,
1163,then got lunch after an hour,,,,Negative,
1163,i guess they forget orders after you give them you have to remind them a least twice or thrice to get it,,,,Negative,
1164,pathetic and horrible experience ambience and hospitality one food one chairs and tables were broken food is cold and tasteless buffet arrangement is not good could be a bit more spacious,,Negative,Negative,,
1165,they bar ambiance is good,,,Positive,,
1165,we ordered chilli broccoli and that had mix of broccoli and cauliflower,,Neutral,,,
1165,broccoli was tasty,,Positive,,,
1165,it is at they outer area so there was problem for booking a cab also at eight thirty pm while returning,,,Negative,,
1166,otis are not delivered hot not satisfied with ordered,,,,Negative,
1167,hi tech baba chi food is not pretty well,,Negative,,,
1167,marsala not there and chicken also very small piece and quantity of rice is also low following this rita also very low quantity not satisfiable if you feel hungry,,Negative,,,
1168,went for team lunch,,,,,
1168,have been here in they past too but experience this time was not at all good,,,,,Negative
1168,food was not good especially they ones that were refilled,,Negative,,,
1168,it appeared as if chef changed in between,,,,,
1168,breads were too dense desserts too sweet chicken overcooked,,Negative,,,
1168,most disappointing was they service which is not at all expected from a brand like wyatt,,,,Negative,
1168,very slow service with a i do not care attitude,,,,Negative,
1168,had to wait very long for some of they requests,,,,Negative,
1168,they only good thing was probably they decor,,,Positive,,
1168,and no one will come back only for that,,,,,Negative
1169,extremely disappointed with they food taste we have ordered jodi roast which was average when compared to godavari roy ala very do we usually expect dry item when it is named as very do but we got gravy and semi gravy items same experience with two more items kaka hiya mams am very do bryan and jodi very do bryan,,Negative,,,
1169,even they prices are extremely high if taste is better no one would be bothered about price,Negative,Negative,,,
1170,after going through they amazing reviews i tried red velvet cupcakes,,,,,
1170,honestly it is not worth at all,,Negative,,,
1170,they frosting on cupcake was not fresh,,Negative,,,
1170,it tasted below average cake,,Negative,,,
1170,not worth they money,Negative,,,,
1171,we went to they first floor confused whether to go to shanghai chef or kobe slater to realise they are in they same restaurant i a they share floor space,,,,,
1171,we decided to order chinese,,,,,
1171,we had they dim sum platter three five king pay chicken two five dragon prawns two five and fried ice cream four five,,Negative,,,
1171,they chicken was hard inside not indicative of fresh chicken they prawns were sweet and they dim sums had thick coatings,,Negative,,,
1171,i did not enjoy my time at shanghai chef,,,,,Negative
1171,so maybe when you are there just try they sizzler,,,,,
1171,ill update my review when i have it,,,,,
1171,kobe a is a really famous chain for sizzlers,,,,,
1172,really small portions and average taste,,Negative,,,
1172,there are tons of places much better,,,,,Negative
1173,nice ambience wonderful service but not so wonderful food,,Negative,Positive,Positive,
1173,ordered they thai green curry was just a watery mess probably they worst ever had,,Negative,,,
1173,king pay chicken was overly sweet they noodles were just tossed around in a few eggs and probably two pieces of chicken,,Negative,,,
1173,they rice was very dry giving us an overall average experience,,Negative,,,
1174,i ordered thai chicken rice,,,,,
1174,first of all it is on they expensive side,Negative,,,,
1174,second they quantity was not good third it was spicy,,Negative,,,
1174,seems like they are spending more on fancy packaging than they actual food,,Negative,,Positive,
1175,i ordered amritsar nan and china marsala,,,,,
1175,nan was bit of but china was worthless,,Negative,,,
1175,it is raw and cooked in shah panzer gravy,,Negative,,,
1175,will never order food from here,,,,,Negative
1176,we went for lunch buffet,,,,,
1176,very limited options for starter three non veg two chicken and one fish and three veg two potato and one panzer,,Negative,,,
1176,they were serving they starter cold,,Negative,,,
1176,they tara fish was over spicy and they did not prepare a lesser spicy version of that even after our request,Negative,,,Negative,
1176,only chicken wings was good,,Positive,,,
1176,main course was kind of good,,Positive,,,
1176,egg fried rice and veg noodles were good,,Positive,,,
1176,chicken birth and was stale,,Negative,,,
1176,dessert was good,,Positive,,,
1176,chocolate cake gulag jam on and ice cream were good,,Positive,,,
1176,semi a sheer was horrible,,Negative,,,
1177,heard a lot about this small food joint and they north indian stuff they make,,,,,
1177,should say i a disappointed looks like they quality is not they same as before even they price is a bit high compared to other places with similar taste,Negative,Negative,,,
1178,i am sorry to say this but nothing i mean nothing in this place was exceptionally good,,,,,Negative
1178,from food to taste to hygiene to they supporting staff to they ambience nothing just made me food good and welcomed,,Negative,Negative,Negative,
1178,we were a group of people who went there and none of us were happy with they food or they food spread or they taste specially,,Negative,,,
1178,i remember nothing from what i ate as extraordinarily good,,Neutral,,,
1178,i have been to weston buffet nov tel buffet trident buffet avast buffet and all lull were way way better than this place,,,,,
1178,there has been absolutely no work done on they ambience to look pretty or attractive,,,Negative,,
1178,it also was not that clear like other reseau,,,,,
1178,they place did not even smell good,,,Negative,,
1178,i would never visit this place,,,,,Negative
1179,food tastes good however had bad experience with freshness of food being served,,Neutral,,,
1179,happened once at eating out at restaurant and second time while ordered home delivery,,,,,
1180,did not like they quality,,Negative,,,
1180,seems like it is been stored,,Negative,,,
1181,not warm,,Negative,,,
1182,someday it is decent but someday it is so not good,,Neutral,,,
1182,yesterday we ordered fish paella and they rice was tasteless just dipped in chilli water,,Negative,,,
1182,i love spicy food but not like this,,Negative,,,
1182,we also ordered lamb bolognese and for both dishes it looks like they recycled they same generic marsala mixture,,Negative,,,
1182,it was so pungent,,Negative,,,
1183,ordered online from ola cravings,,,,,
1183,donuts were not fresh,,Negative,,,
1183,i ordered twice,,,,,
1183,first time they donuts was good but second time i got some stone in they donuts which completely spoiled my taste,,Negative,,,
1183,food two five delivery five five,,Negative,,Positive,
1184,not that great taste it quality id say,,Negative,,,
1185,day was really bad and chinese veg manchurian was actually pieces taken out from gravy,,Negative,,,
1186,went there a week ago,,,,,
1186,they foods were average i will rate they food a three out of five,,Neutral,,,
1186,now come to they service we ordered three butter chicken but they gave us one so had to wait for another fifteen twenty in to get they other butter chicken please do not compare they taste of butter chicken if your from north india they restaurant looks good from they outside but inside house flies will accompany you with your food and friends,,Negative,,Negative,
1187,ordered steamed veg panzer and chicken,,,,,
1187,chicken was okays,,Neutral,,,
1187,panzer was nothing but onion,,Negative,,,
1187,veg is a total no no,,Negative,,,
1187,on a side note who gives out mayo with memos,,Negative,,,
1187,very pocket friendly though,Positive,,,,
1188,they food and ambience are average,,Neutral,Neutral,,
1188,in starters egg fish and chicken are sort of better,,Positive,,,
1188,corn and all other veg ingredients are not up to what you expect it to be and moreover they main coarse is they worst to have,,Negative,,,
1188,they desserts are decent and they fruits are they best,,Positive,,,
1188,i would not recommend a buffet here because they money you spent here goes down they drain think before you go,,,,,Negative
1188,they cocktails they serves was they worst,,Negative,,,
1189,ambience wise it is they best rooftop place one could possibly ask for,,,Positive,,
1189,they behaviour of staff however is highly disappointing,,,,Negative,
1189,they have this bad attitude as though you are blessed to be dining there now that certainly is not accommodating is it,,,,Negative,
1189,in fact it ruined they entire experience despite they place being amazing and food being great,,Positive,Positive,,
1189,i guess it really is important to keep tabs on whom you are hiring,,,,Negative,
1190,i ordered a home delivery of steamed chicken memos since it was they bestseller,,,,,
1190,they memos tasted old and chicken tasted lemony,,Negative,,,
1190,they sauce was traditional red sauce that had no flavour because of excess water added and other sauce was store bought mayo,,Neutral,,,
1190,i had to throw they memos away,,Negative,,,
1191,to be honest it is an average place to hang out,,,,,Neutral
1191,they cold coffee or drinks made by me tastes better than what is served here,,Negative,,,
1191,minimal efforts have been done to maintain customer satisfaction,,,,Negative,
1191,almost all they items tastes average and not worth they money,Negative,Neutral,,,
1192,for they first time in my life someone justified to me that burnt noodle tastes as such because they item is a sizzler,,,,Negative,
1192,regards to they rest please confirm if it is crab or crab meat if it is crab meat please stay off,,,,,
1193,roth delivered was very bad and was smelly half cooked,,Negative,,,
1194,i recommend it for elderly,,,,,
1194,disappointed with taste have tried starter roth bryan,,Negative,,,
1194,taste so so normal but every dish is less in marsala and has below normal taste not a good place for hangout,,Negative,,,
1195,we ordered four different ice creams one chocolate ecstasy two chocolate chocolate sundae three chocolate banana split four they chocolate room brownie sundae and all of them were same,,Neutral,,,
1196,place was a complete let down,,,Negative,,
1196,was there for lunch on sunday and was disappointed,,,,,Negative
1196,they veg stack in they western section was actually a spicy panzer which was basically spicy filling between two slices of panzer and topped with a chilli sauce,,Neutral,,,
1196,two dishes took forty mind to come while one was served in twelve mind,,,,Negative,
1196,staff were lost and seemed to be recovering from a late night on saturday,,,,Negative,
1196,they only saving grace were they drinks,,Positive,,,
1196,so unless you want to go and just have a drink and then more drinks skip they place,,,,,Negative
1197,very less quantity,,,,,Negative
1198,except for service and they starters to some extent nothing was good at this place we tried they buffet and after starters nothing was worth eating and i successfully wasted is six hundred and forty nine i hope they improve it when i visit they next time,,Negative,,Positive,
1199,went this place for my friends birthday although it was weekday so crowd will not be that loud,,,,,
1199,i found this place of for chill out not much happening as well,,,,,Positive
1199,we sat outside in open area which was good also it was but chiller that day so monsoon was really awesome,,,Positive,,
1199,now coming to food and other stuffs,,,,,
1199,as i am complete vegetarian one incident happened that day like we ordered two veg pizzas there and confirmed they ordered twice to waiter first pizza was correct and good but second pizza we told him to get it after some time as he served there was topping on pizza which was looking like carrot but as i had some confusion with that thing i closely looked and saw it was not veg i told to re confirm in kitchen so it came out to be non veg it was pork or something like that,,Positive,,Negative,
1199,i was very disappoint with they management and post that no came to feel sorry as well with wrong that giving on our plates,,,,Negative,
1199,i was totally disappoint with instance giving low rating and also very bad experience,,,,,Negative
1199,for other thing i ordered they food was good,,Positive,,,
1200,more spicy cannot eat,,Neutral,,,
1201,had their speciality make i roth hanson a saab no where close to what a real saab,,Negative,,,
1201,gaza a hal a org chef never had gaza a hal a in life so pathetic,,Negative,,,
1201,giving two rating as starter was good panzer czech an,,Positive,,,
