annotation_id,annotator,created_at,environment,id,lead_time,other,price,quality,sentence,service,updated_at
,,,,,,,,,,,
1937,1,2025-06-23T05:12:35.962099Z,,1215,7.135,,,Negative,the noodles had lots of uncooked cauliflower and onions  half cooked ,,2025-06-23T05:12:35.962099Z
,,,,,,,,,,,
1938,1,2025-06-23T05:12:39.800498Z,,1215,5.704,,,Neutral,the gravy was also flat in taste with lot of oil and lots of eggplant ,,2025-06-23T05:12:45.180939Z
,,,,,,,,,,,
1939,1,2025-06-23T05:12:48.636913Z,,1216,2.002,,,Negative,below average taste ,,2025-06-23T05:12:48.636913Z
,,,,,,,,,,,
1940,1,2025-06-23T05:12:51.150144Z,,1217,2.186,,,Negative,tomato rice was worst ,,2025-06-23T05:12:51.150144Z
,,,,,,,,,,,
1941,1,2025-06-23T05:12:53.115506Z,,1217,1.62,,,Negative,muffin cake is very hard ,,2025-06-23T05:12:53.115506Z
,,,,,,,,,,,
1942,1,2025-06-23T05:12:56.850151Z,,1217,3.408,,,Neutral,vada is roasted more ,,2025-06-23T05:12:56.850151Z
,,,,,,,,,,,
1943,1,2025-06-23T05:12:59.046608Z,,1218,1.807,,,Negative,burger quality was not good,,2025-06-23T05:12:59.046608Z
,,,,,,,,,,,
1944,1,2025-06-23T05:13:04.201048Z,,1219,4.751,Negative,,, over rated ,,2025-06-23T05:13:04.201048Z
,,,,,,,,,,,
1945,1,2025-06-23T05:13:05.708414Z,,1219,1.062,,,,i feel it is ,,2025-06-23T05:13:05.708414Z
,,,,,,,,,,,
1946,1,2025-06-23T05:13:21.350091Z,Positive,1219,15.167,,,Positive,desserts are good   food      ambiance      service      vfm        jonathan kitchen had been on my check list for quite some time  ,Positive,2025-06-23T05:13:21.350091Z
,,,,,,,,,,,
1947,1,2025-06-23T05:13:29.639253Z,,1219,7.969,,,,i was very happy when we finally went over a weekend for the buffet  ,,2025-06-23T05:13:29.639253Z
,,,,,,,,,,,
1948,1,2025-06-23T05:13:43.240968Z,Negative,1219,13.26,,,,the early impressions were not great as it seemed very crowded and the ambiance wasnt bright which aroused a non positive vibe   as we dint want to go to another restaurant at that time   we proceeded to have the buffet  ,,2025-06-23T05:13:43.240968Z
,,,,,,,,,,,
1949,1,2025-06-23T05:13:51.488947Z,,1219,7.878,,,Negative,except for the desserts section which was huge  i was disappointed with the overall quality of the food  ,,2025-06-23T05:13:51.488947Z
,,,,,,,,,,,
1950,1,2025-06-23T05:13:58.831048Z,,1219,6.989,,,Negative,the taste want great and at the same time  the meat had a lot of bones   service was bad  ,Negative,2025-06-23T05:13:58.831048Z
,,,,,,,,,,,
1951,1,2025-06-23T05:14:06.524588Z,,1219,7.352,,,,there was always a shortage of plates and the dessert spoon they gave me was the highlight of the whole experience    ,Negative,2025-06-23T05:14:06.524588Z
,,,,,,,,,,,
1952,1,2025-06-23T05:14:12.400823Z,,1220,5.564,Negative,,,though i love chinese but this place was a big disappointment for us   ,,2025-06-23T05:14:12.400823Z
,,,,,,,,,,,
1953,1,2025-06-23T05:14:14.480527Z,,1220,1.715,,,Negative,the taste was too bad  ,,2025-06-23T05:14:14.480527Z
,,,,,,,,,,,
1954,1,2025-06-23T05:14:20.095196Z,,1220,5.302,,Negative,Negative,the price is high   lamb was not properly cooked  ,,2025-06-23T05:14:20.095196Z
,,,,,,,,,,,
1955,1,2025-06-23T05:14:22.215265Z,,1220,1.811,,,Negative,it tasted like rubber  ,,2025-06-23T05:14:22.215265Z
,,,,,,,,,,,
1956,1,2025-06-23T05:14:29.167060Z,,1220,6.638,,,Negative,chilly chicken was so bland  crispy honey chicken was not at all crispy ,,2025-06-23T05:14:29.167060Z
,,,,,,,,,,,
1957,1,2025-06-23T05:14:31.412838Z,,1220,3.689,,,Negative,we had to ask them to re do it ,,2025-06-23T05:14:52.777650Z
,,,,,,,,,,,
1958,1,2025-06-23T05:14:54.862257Z,,1220,18.757,,,Negative,somehow they have not maintained thr quality nor taste ,,2025-06-23T05:14:54.862257Z
,,,,,,,,,,,
1959,1,2025-06-23T05:15:01.851042Z,,1221,6.678,,,,they run out of coffee regularly ,Negative,2025-06-23T05:15:01.851042Z
,,,,,,,,,,,
1960,1,2025-06-23T05:15:03.730983Z,,1221,1.553,,,,the store is very poorly managed ,Negative,2025-06-23T05:15:03.730983Z
,,,,,,,,,,,
1961,1,2025-06-23T05:15:06.278390Z,,1221,2.231,,,,it takes at least ten minutes for them to generate the bill even when there is no one else there because their systems are always down ,Negative,2025-06-23T05:15:06.278390Z
,,,,,,,,,,,
1962,1,2025-06-23T05:15:08.184029Z,,1222,1.576,,,,worst service i ever experienced ,Negative,2025-06-23T05:15:08.184029Z
,,,,,,,,,,,
1963,1,2025-06-23T05:15:10.949331Z,,1222,2.456,,,,if we order an item no one take responsibility to bring it ,Negative,2025-06-23T05:15:10.949331Z
,,,,,,,,,,,
1964,1,2025-06-23T05:15:13.432940Z,,1222,2.14,,,,they will stay at the corner and chit chat each other ,Negative,2025-06-23T05:15:13.432940Z
,,,,,,,,,,,
1965,1,2025-06-23T05:15:19.349213Z,,1222,5.596,,,,there was a lady i said ur servicing was very worst and smiled in sarcastic way and went off ,Negative,2025-06-23T05:15:19.349213Z
,,,,,,,,,,,
1966,1,2025-06-23T05:15:23.697421Z,,1222,4.972,,,,they will replace items after   min ,Negative,2025-06-23T05:15:29.586549Z
,,,,,,,,,,,
1967,1,2025-06-23T05:15:31.515939Z,,1222,0.86,,,,we have to wait for that item ,Negative,2025-06-23T05:15:31.515939Z
,,,,,,,,,,,
1968,1,2025-06-23T05:15:37.324767Z,,1222,5.489,,,,even bowls for sweets they will bring after half an hour that too not more than   ,Negative,2025-06-23T05:15:37.324767Z
,,,,,,,,,,,
1969,1,2025-06-23T05:15:46.294755Z,Negative,1222,8.636,,,,at last i feed up with the services and had thought to have sweet and i find an cockroache in the bowl i called the lady and waiter they did not responded ,Negative,2025-06-23T05:15:46.294755Z
,,,,,,,,,,,
1970,1,2025-06-23T05:16:01.321791Z,,1222,14.705,,,,then i went to kitchen and called a person ranjith he took the bowl and went inside the kitchen and came back and said sorry and offered   ice creams ,Neutral,2025-06-23T05:16:01.321791Z
,,,,,,,,,,,
1971,1,2025-06-23T05:16:02.923673Z,,1222,1.269,,,,we were around    people ,,2025-06-23T05:16:02.923673Z
,,,,,,,,,,,
1972,1,2025-06-23T05:16:06.123112Z,,1222,2.736,,,,and he saying to come in the evng or next day ,,2025-06-23T05:16:06.123112Z
,,,,,,,,,,,
1973,1,2025-06-23T05:16:09.835443Z,,1222,3.405,,,,i don t know what they think about the customers ,,2025-06-23T05:16:09.835443Z
,,,,,,,,,,,
1974,1,2025-06-23T05:16:14.283129Z,,1222,4.097,,,,basically it looks like decent and star hotel but the people and the service just like irani cafe ,Negative,2025-06-23T05:16:14.283129Z
,,,,,,,,,,,
1975,1,2025-06-23T05:16:19.188620Z,,1222,4.589,,,,at least in cafe if we order they will get it fast or else inform us if it late ,,2025-06-23T05:16:19.188620Z
,,,,,,,,,,,
1976,1,2025-06-23T05:16:24.041112Z,,1222,4.534,,,Negative,i heard lot about jonathan kitchen food is absolutely good ,,2025-06-23T05:16:24.041112Z
,,,,,,,,,,,
1977,1,2025-06-23T05:16:26.118210Z,,1222,1.731,,,,but the people their behaviour and neatness was very very bad ,Negative,2025-06-23T05:16:26.118210Z
,,,,,,,,,,,
1978,1,2025-06-23T05:16:28.282473Z,,1222,1.837,,,,kindly find the attachment ,,2025-06-23T05:16:28.282473Z
,,,,,,,,,,,
1979,1,2025-06-23T05:16:30.540231Z,,1222,1.907,,,,thank you and i never visit u ,,2025-06-23T05:16:30.541226Z
,,,,,,,,,,,
1980,1,2025-06-23T05:16:36.319065Z,,1223,5.452,,,,i almost forgot to write the review as i got too busy until i found these pictures in my gallery ,,2025-06-23T05:16:36.319065Z
,,,,,,,,,,,
1981,1,2025-06-23T05:16:38.545251Z,,1223,1.881,,,,i was here for a lunch with my colleagues last month ,,2025-06-23T05:16:38.545251Z
,,,,,,,,,,,
1982,1,2025-06-23T05:16:40.095163Z,,1223,1.236,,,,what a bad day it was ,,2025-06-23T05:16:40.095163Z
,,,,,,,,,,,
1983,1,2025-06-23T05:16:44.273997Z,,1223,3.875,,,,when you have already been to the place and have a nice set of expectations from the food ,,2025-06-23T05:16:44.273997Z
,,,,,,,,,,,
1984,1,2025-06-23T05:16:52.802619Z,,1223,8.204,,,,first of all  the presence of foreign particles in food questions the level of hygiene inside the kitchen ,,2025-06-23T05:16:52.802619Z
,,,,,,,,,,,
1985,1,2025-06-23T05:16:55.424718Z,,1223,2.304,,,,i was probably too lucky that day to have two such instances ,,2025-06-23T05:16:55.424718Z
,,,,,,,,,,,
1986,1,2025-06-23T05:16:58.250837Z,,1223,2.504,,,,i politely asked to replace the drink that was served ,,2025-06-23T05:16:58.250837Z
,,,,,,,,,,,
1987,1,2025-06-23T05:17:15.427133Z,,1223,16.867,,,Negative,but things got too much for me when i found a hair in the crispy corn ,,2025-06-23T05:17:15.427133Z
,,,,,,,,,,,
1988,1,2025-06-23T05:17:24.649443Z,,1223,21.929,,,,when i put this into light to the serving staff  they just tried to take away the plate and all i got to listen was they will replace it ,Neutral,2025-06-23T05:20:50.590663Z
,,,,,,,,,,,
1989,1,2025-06-23T05:17:30.835859Z,,1223,5.841,Negative,,,that s what drove me mad ,,2025-06-23T05:17:30.835859Z
,,,,,,,,,,,
1990,1,2025-06-23T05:19:17.936140Z,,1223,5.741,,,,when i demanded to see the manager  he apologized and asked for the plate replacement ,Positive,2025-06-23T05:20:57.750090Z
,,,,,,,,,,,
1991,1,2025-06-23T05:19:19.222529Z,,1223,3.858,Negative,,,but i was done with the food now ,,2025-06-23T05:21:01.778673Z
,,,,,,,,,,,
1992,1,2025-06-23T05:19:20.294962Z,,1223,2.919,Negative,,,no more nonsense ,,2025-06-23T05:21:05.003902Z
,,,,,,,,,,,
1993,1,2025-06-23T05:19:22.012256Z,,1223,6.113,,,,at the end  the manager showed up with a specially made choco vanilla dessert in pic  ,Positive,2025-06-23T05:21:11.400387Z
,,,,,,,,,,,
1994,1,2025-06-23T05:22:51.785932Z,,1223,101.948,,,,not just the hygiene  but the service was bad too ,Negative,2025-06-23T05:23:16.871836Z
,,,,,,,,,,,
1995,1,2025-06-23T05:22:57.221275Z,,1223,5.074,,,,the team was all the time waiting for them to get the food ,,2025-06-23T05:22:57.221275Z
,,,,,,,,,,,
1996,1,2025-06-23T05:23:00.949263Z,,1223,3.409,Negative,,,the overall experience was bad  something not expected from a bbq nation ,,2025-06-23T05:23:00.949263Z
,,,,,,,,,,,
1997,1,2025-06-23T05:23:09.030183Z,,1224,7.778,,,,not provided any carry bags  difficult to cary multiple packs one time ,Negative,2025-06-23T05:23:09.030183Z
,,,,,,,,,,,
1998,1,2025-06-23T05:23:29.935578Z,,1224,7.042,,,Negative,biryani quality not good,,2025-06-23T05:23:29.935578Z
,,,,,,,,,,,
1999,1,2025-06-23T05:23:31.792157Z,,1225,1.539,,,Negative,butter milk is waste ,,2025-06-23T05:23:31.792157Z
,,,,,,,,,,,
2000,1,2025-06-23T05:23:37.424369Z,,1226,5.257,Negative,,,went there after hearing a lot of buzz about this being a go to north eastern place  but such a bummer ,,2025-06-23T05:23:37.424369Z
,,,,,,,,,,,
2001,1,2025-06-23T05:23:49.601462Z,Negative,1226,11.843,,,,ambience    star  the place doesn t not have exhaust or ventilation and has only   acs which seemed to not work ,,2025-06-23T05:23:49.601462Z
,,,,,,,,,,,
2002,1,2025-06-23T05:23:55.213528Z,Negative,1226,5.322,,,,it s connected to the kitchen so was smelling of the meat ,,2025-06-23T05:23:55.213528Z
,,,,,,,,,,,
2003,1,2025-06-23T05:23:58.503453Z,Negative,1226,2.936,,,,no music ,,2025-06-23T05:23:58.503453Z
,,,,,,,,,,,
2004,1,2025-06-23T05:24:05.649147Z,Negative,1226,6.817,,,,we were asked to occupy a table which had used plates still kept ,,2025-06-23T05:24:05.649147Z
,,,,,,,,,,,
2005,1,2025-06-23T05:24:09.774030Z,,1226,3.766,,,,service    star ,Positive,2025-06-23T05:24:09.774030Z
,,,,,,,,,,,
2006,1,2025-06-23T05:24:19.099865Z,,1226,9.02,,,,the staff didn t seem very welcoming and had be prompted twice or thrice before they attended to us ,Negative,2025-06-23T05:24:19.099865Z
,,,,,,,,,,,
2007,1,2025-06-23T05:24:27.117105Z,,1226,7.63,,,,not to mention it took them    minutes just to get the mocktails we already read about their slow service so was expecting it  non veg food  momos were very average like that of zomos may be ,Negative,2025-06-23T05:24:27.117105Z
,,,,,,,,,,,
2008,1,2025-06-23T05:24:32.112795Z,,1226,4.65,,,Negative,veg  the ramyum noodles were literally veg maggi ,,2025-06-23T05:24:32.112795Z
,,,,,,,,,,,
2009,1,2025-06-23T05:24:37.247870Z,,1226,4.797,,,,very misleading name and price ,Negative,2025-06-23T05:24:37.247870Z
,,,,,,,,,,,
2010,1,2025-06-23T05:24:40.780042Z,,1226,3.211,,,Negative,veg kimchi rice was stale and smelling of old rice ,,2025-06-23T05:24:40.780042Z
,,,,,,,,,,,
2011,1,2025-06-23T05:26:44.989099Z,,1227,126.836,Negative,,,over hyped place no neatness ,,2025-06-23T05:27:10.467068Z
,,,,,,,,,,,
2012,1,2025-06-23T05:26:53.894926Z,,1227,13.85,Negative,,,they open branches in hot places so that they will get the customers no matter what especially this dlf branch is no where preferable ,,2025-06-23T05:27:06.285794Z
,,,,,,,,,,,
2013,1,2025-06-23T05:27:13.756933Z,Positive,1228,8.198,,,,the ambience was good ,,2025-06-23T05:27:13.756933Z
,,,,,,,,,,,
2014,1,2025-06-23T05:27:16.946975Z,,1228,2.825,,,,we    ppl went there for dinner ,,2025-06-23T05:27:16.946975Z
,,,,,,,,,,,
2015,1,2025-06-23T05:27:19.119911Z,,1228,1.831,,,,some of us ordered biriyani  some had kulcha nun with kadai murg ,,2025-06-23T05:27:19.119911Z
,,,,,,,,,,,
2016,1,2025-06-23T05:27:20.518303Z,,1228,1.087,,,,for starters we all ordered chicken drumsticks ,,2025-06-23T05:27:20.518303Z
,,,,,,,,,,,
2017,1,2025-06-23T05:27:49.527330Z,,1228,28.667,,,Positive,starter was delicious but they didn t provide salad and sufficient chatney ,Negative,2025-06-23T05:27:49.527330Z
,,,,,,,,,,,
2018,1,2025-06-23T05:28:01.062978Z,,1228,11.156,,,Negative,for biriyani they took much time and at the end when we tasted it we felt disappointed ,Negative,2025-06-23T05:28:01.062978Z
,,,,,,,,,,,
2019,1,2025-06-23T05:29:04.036850Z,,1228,62.617,,,,they told special chicken biriyani and mutton keema biriyani are their special dishes ,,2025-06-23T05:29:04.036850Z
,,,,,,,,,,,
2020,1,2025-06-23T05:29:06.288950Z,,1228,1.898,,,Negative,but the rice was sour ,,2025-06-23T05:29:06.288950Z
,,,,,,,,,,,
2021,1,2025-06-23T05:29:11.194166Z,,1228,4.544,,,,with biriyani the gravy they provided didn t have any salt ,Negative,2025-06-23T05:29:11.194166Z
,,,,,,,,,,,
2022,1,2025-06-23T05:29:12.859849Z,,1228,1.325,,,,may b they tried to compensate ,,2025-06-23T05:29:12.859849Z
,,,,,,,,,,,
2023,1,2025-06-23T05:29:16.615579Z,,1228,3.395,,,Negative,one of my friends ordered jaljeera which was the most humorous and worthless thing they provided and it took    rs ,,2025-06-23T05:29:16.615579Z
,,,,,,,,,,,
2024,1,2025-06-23T05:29:27.278552Z,,1228,10.323,,,,and about the service  it was good till we pay the bill ,Positive,2025-06-23T05:29:27.278552Z
,,,,,,,,,,,
2025,1,2025-06-23T05:29:32.325581Z,,1228,4.727,,,,frankly speaking we found this restaurant from dine out app and we wanted to pay via that app ,,2025-06-23T05:29:32.325581Z
,,,,,,,,,,,
2026,1,2025-06-23T05:29:38.923535Z,,1228,6.211,,,,but they showed some vague reasons and showed reluctance to accept ,Negative,2025-06-23T05:29:38.923535Z
,,,,,,,,,,,
2027,1,2025-06-23T05:29:41.344986Z,,1228,2.065,,,,atlast though they agreed ,,2025-06-23T05:29:41.344986Z
,,,,,,,,,,,
2028,1,2025-06-23T05:29:43.807001Z,,1228,2.071,Negative,,,overall we weren t satisfied at all ,,2025-06-23T05:29:43.807001Z
,,,,,,,,,,,
2029,1,2025-06-23T05:29:48.129413Z,,1229,3.987,,,Negative,ordered paneer lababdar but der was hardly   pieces of panner on it ,,2025-06-23T05:29:48.129413Z
,,,,,,,,,,,
2030,1,2025-06-23T05:29:50.471674Z,,1229,1.968,Negative,,,disgusting,,2025-06-23T05:29:50.471674Z
,,,,,,,,,,,
2031,1,2025-06-23T05:29:52.630026Z,,1230,1.836,,,,went there for a dinner buffet ,,2025-06-23T05:29:52.630026Z
,,,,,,,,,,,
2032,1,2025-06-23T05:29:54.760659Z,,1230,1.809,Negative,,,highly disappointing ,,2025-06-23T05:29:54.760659Z
,,,,,,,,,,,
2033,1,2025-06-23T05:29:58.850339Z,,1230,3.73,,,,firstly  they quoted wrong price over the call ,Negative,2025-06-23T05:29:58.850339Z
,,,,,,,,,,,
2034,1,2025-06-23T05:30:01.682017Z,,1230,17.89,,,Negative,on top of it  there were very limited items in the buffet ,,2025-06-23T05:30:23.144271Z
,,,,,,,,,,,
2035,1,2025-06-23T05:30:43.370032Z,,1230,18.717,,,,the ones that were there were mediocre as well ,,2025-06-23T05:30:43.370032Z
,,,,,,,,,,,
2036,1,2025-06-23T05:30:46.551193Z,,1230,2.844,,,Negative,we felt a road side dhaba would have been better ,,2025-06-23T05:30:46.551193Z
,,,,,,,,,,,
2037,1,2025-06-23T05:30:48.145042Z,,1231,1.232,,,,ordered chicken tikka from here ,,2025-06-23T05:30:48.146041Z
,,,,,,,,,,,
2038,1,2025-06-23T05:30:50.244194Z,,1231,1.736,,,,never had itna oily chicken tikka in my life ,,2025-06-23T05:30:50.244194Z
,,,,,,,,,,,
2039,1,2025-06-23T05:30:55.450608Z,,1231,4.843,,,Negative,the oil was dripping uncontrollably from the box  the packing was bad ,Negative,2025-06-23T05:30:55.450608Z
,,,,,,,,,,,
2040,1,2025-06-23T05:31:04.862327Z,,1231,9.049,,,Negative,the naans were full of oil  the plastic was full of oil  the sabji was so spicy that we could not finish it ,Negative,2025-06-23T05:31:04.863309Z
,,,,,,,,,,,
2041,1,2025-06-23T05:31:09.459380Z,,1231,4.233,Negative,,,basically waste of money ,,2025-06-23T05:31:09.459380Z
,,,,,,,,,,,
2042,1,2025-06-23T05:31:16.008616Z,,1232,6.043,,,Positive,food is good  but for the second time around they didn t send us our complete order ,Negative,2025-06-23T05:31:16.008616Z
,,,,,,,,,,,
2043,1,2025-06-23T05:31:19.198841Z,,1232,2.851,,,,had ordered   naans  got only   ,,2025-06-23T05:31:19.198841Z
,,,,,,,,,,,
2044,1,2025-06-23T05:31:22.802783Z,,1232,3.267,,,,also got daal tadka instead of daal makhani ,Negative,2025-06-23T05:31:22.802783Z
,,,,,,,,,,,
2045,1,2025-06-23T05:31:30.296752Z,,1232,7.108,,,,not sure if its the ramadaan rush  but now twice in a row our online orders thru zomato have been messed up ,Negative,2025-06-23T05:31:30.296752Z
,,,,,,,,,,,
2046,1,2025-06-23T05:31:33.259190Z,,1232,2.623,Negative,,,probably will avoid going forward ,,2025-06-23T05:31:33.259190Z
,,,,,,,,,,,
2047,1,2025-06-23T05:31:36.051127Z,,1233,2.453,,,,service was particularly slow on this friday night ,Negative,2025-06-23T05:31:36.051127Z
,,,,,,,,,,,
2048,1,2025-06-23T05:31:55.820808Z,,1233,19.426,,,Negative,servings were really small and the food was cold ,,2025-06-23T05:31:55.820808Z
,,,,,,,,,,,
2049,1,2025-06-23T05:32:00.466305Z,,1233,4.289,,,,they did mess up one of the orders and didn t change it either ,Negative,2025-06-23T05:32:00.466305Z
,,,,,,,,,,,
2050,1,2025-06-23T05:32:08.978392Z,Negative,1233,8.176,,,,room for much improvement ,,2025-06-23T05:32:08.978392Z
,,,,,,,,,,,
2051,1,2025-06-23T05:32:11.209267Z,,1234,1.898,,,Negative,chicken taste is not good,,2025-06-23T05:32:11.209267Z
,,,,,,,,,,,
2052,1,2025-06-23T05:32:16.033591Z,,1235,4.476,,,Positive,this place has quite a ambience to visit for   but that s all you ll get at this place ,,2025-06-23T05:32:16.033591Z
,,,,,,,,,,,
2053,1,2025-06-23T05:32:26.553124Z,,1235,10.156,,,,they have just two attendant in total to take your order and service time is very poor  i almost forgot i ordered something ,Negative,2025-06-23T05:32:26.553124Z
,,,,,,,,,,,
2054,1,2025-06-23T05:32:35.475875Z,Negative,1235,8.564,,,Negative,the taste is not worth the wait and the dj makes it even more worse by his songs ,Negative,2025-06-23T05:32:35.476874Z
,,,,,,,,,,,
2055,1,2025-06-23T05:32:37.657527Z,,1235,1.762,,,,ambience   food   dj   service  ,,2025-06-23T05:32:37.657527Z
,,,,,,,,,,,
2056,1,2025-06-23T05:33:07.568367Z,Positive,1236,29.536,,,Negative,went there with good expectations   coz i have been here many tyms but felt of writing a review today coz food was baad   mainly standards   bun maska in initial days it used be best but now i didn t find it great  but ok   kheema pav was today best i can say   had bheja n roti as well  it was well cooked but missed the actual flavours of the spices  i some how liked the hyderabadi style but one can try irani style here  i didn t like the irani chai one can get a better chai outside small local cafes   well maintained ambience   overall it was average with taste n flavors   may i need to try some more dishes     ,,2025-06-23T05:33:07.568367Z
,,,,,,,,,,,
2057,1,2025-06-23T05:33:10.549909Z,,1237,2.593,,,Neutral,north indian thali was okay ,,2025-06-23T05:33:10.549909Z
,,,,,,,,,,,
2058,1,2025-06-23T05:33:14.808833Z,,1237,3.927,,,,we ordered paneer butter masala categorically saying don t use onion and garlic ,,2025-06-23T05:33:14.808833Z
,,,,,,,,,,,
2059,1,2025-06-23T05:33:17.757444Z,,1237,2.633,,,,the concern person said  he will serve ,,2025-06-23T05:33:17.757444Z
,,,,,,,,,,,
2060,1,2025-06-23T05:33:22.064019Z,,1237,3.966,,,,however  they still used both the ingredients ,Negative,2025-06-23T05:33:22.064019Z
,,,,,,,,,,,
2061,1,2025-06-23T05:34:38.041792Z,,1238,4.741,,,,too much plastic for packing       of whole order were just plastic covers ,Negative,2025-06-23T05:34:38.041792Z
,,,,,,,,,,,
2062,1,2025-06-23T05:34:44.421011Z,,1239,6.001,,,Negative,nice tatra pack is missing and also poha is dry undercooked,Negative,2025-06-23T05:34:44.421011Z
,,,,,,,,,,,
2063,1,2025-06-23T05:34:48.150284Z,,1240,3.381,,,Negative,food quality was not good as expected,,2025-06-23T05:34:48.150284Z
,,,,,,,,,,,
2064,1,2025-06-23T05:34:52.100726Z,,1241,3.594,,,Negative,low quality and quantity,,2025-06-23T05:34:52.100726Z
,,,,,,,,,,,
2065,1,2025-06-23T05:35:06.313762Z,,1242,13.892,,,,burnt naan,,2025-06-23T05:35:06.313762Z
,,,,,,,,,,,
2066,1,2025-06-23T05:35:21.695566Z,,1243,15.026,Negative,,,ordering donuts from this place is a nightmare ,,2025-06-23T05:35:21.695566Z
,,,,,,,,,,,
2067,1,2025-06-23T05:35:25.988969Z,,1243,3.912,,,,they always forget to heat the donuts even after insisting ,Negative,2025-06-23T05:35:25.988969Z
,,,,,,,,,,,
2068,1,2025-06-23T05:36:40.168046Z,,1243,73.789,,,,we have to call the executive and tell the same just to make sure ,,2025-06-23T05:36:40.168046Z
,,,,,,,,,,,
2069,1,2025-06-23T05:36:44.499689Z,,1244,3.963,,,,i am from mumbai  visited this place after hearing wonderful reviews  and purchased for      too however i have never seen such an arrogant and non courteous staff ,Negative,2025-06-23T05:36:44.499689Z
,,,,,,,,,,,
2070,1,2025-06-23T05:36:50.050978Z,,1244,5.218,,,,hope your good baking doesn t bring in arrogance,Negative,2025-06-23T05:36:50.050978Z
,,,,,,,,,,,
2071,1,2025-06-23T05:36:52.451052Z,,1245,2.026,,,,instagram   veganyums   eat india company has a sharing kitchen with urban kitchen ,,2025-06-23T05:36:52.451052Z
,,,,,,,,,,,
2072,1,2025-06-23T05:36:55.783913Z,,1245,2.98,,,,interestingly  in eat india company  they also gave the urban kitchen s menu ,,2025-06-23T05:36:55.783913Z
,,,,,,,,,,,
2073,1,2025-06-23T05:37:02.218042Z,Positive,1245,6.075,,,,ambience is pretty good that has cobination of modern furniture and ancient india decorum ,,2025-06-23T05:37:02.218042Z
,,,,,,,,,,,
2074,1,2025-06-23T05:37:07.118227Z,,1245,4.51,,,,when we reach there  we asked waiter to suggest their best sellers in starters and main course ,,2025-06-23T05:37:07.118227Z
,,,,,,,,,,,
2075,1,2025-06-23T06:28:18.329134Z,,1245,5.86,,,,very disappointed with the kind of knowledge they have about their dishes ,Negative,2025-06-23T06:28:18.329134Z
,,,,,,,,,,,
2076,1,2025-06-23T06:28:23.200119Z,,1245,4.551,,,,they were not trained enough to speak confidently about the items mentioned in the menu ,Negative,2025-06-23T06:28:23.200119Z
,,,,,,,,,,,
2077,1,2025-06-23T06:28:27.800777Z,,1245,4.287,,,,finally  we ordered kaju aur bhutte ki seekh in starter ,,2025-06-23T06:28:27.800777Z
,,,,,,,,,,,
2078,1,2025-06-23T06:28:31.276955Z,,1245,3.125,,,,the order arrived after    minutes ,,2025-06-23T06:28:31.276955Z
,,,,,,,,,,,
2079,1,2025-06-23T06:28:48.062826Z,,1245,16.45,,,Negative,plating looks good but tastewise  it was well below average ,Positive,2025-06-23T06:28:48.062826Z
,,,,,,,,,,,
2080,1,2025-06-23T06:29:00.930246Z,,1245,3.541,,,Negative,the stuffing was too dry  even with the chutney  it doesn t taste good ,,2025-06-23T06:29:00.930246Z
,,,,,,,,,,,
2081,1,2025-06-23T06:29:03.008684Z,,1245,1.743,,,,in main course  we had patiala shahi paneer ,,2025-06-23T06:29:03.008684Z
,,,,,,,,,,,
2082,1,2025-06-23T06:29:07.853991Z,,1245,4.534,,,Negative,quantity was enough to serve two people  but again  don t expect the taste ,,2025-06-23T06:29:07.853991Z
,,,,,,,,,,,
2083,1,2025-06-23T06:29:15.009078Z,,1245,6.815,,,Neutral,curry was too ordinary with lot of curry leaves in it ,,2025-06-23T06:29:15.009078Z
,,,,,,,,,,,
2084,1,2025-06-23T06:29:21.178062Z,,1245,5.883,,,,after having such a horrifying experience  they included    tips for their waiters ,Negative,2025-06-23T06:29:21.178062Z
,,,,,,,,,,,
2085,1,2025-06-23T06:29:23.850789Z,,1245,2.37,Negative,,,think before you visit this place ,,2025-06-23T06:29:23.850789Z
,,,,,,,,,,,
2086,1,2025-06-23T06:29:29.600093Z,,1245,5.428,,,,and in any circumstance  if you are visiting  beware of this waiter tip and you have right to remove it from your bill ,,2025-06-23T06:29:29.600093Z
,,,,,,,,,,,
2087,1,2025-06-23T06:29:32.153518Z,,1246,2.206,,,,shawarma isn t actually a shawarma  it s more like a frankie,,2025-06-23T06:29:32.153518Z
,,,,,,,,,,,
2088,1,2025-06-23T06:29:36.881763Z,,1247,4.407,,,,watching ipl and ordred norfest  thought of adding some appetizer to my meal   ordered kurkure momos vegetarian ,,2025-06-23T06:29:36.881763Z
,,,,,,,,,,,
2089,1,2025-06-23T06:29:49.808853Z,,1247,12.58,,,Negative,arrived nice and hot and on time  problem  the fried kurkure felt fried on stale oil  the coating was really thick tasted more of the oil coating than anything inside ,Positive,2025-06-23T06:29:49.808853Z
,,,,,,,,,,,
2090,1,2025-06-23T06:29:51.528915Z,,1247,1.366,,,,sauce was mayo and red sauce ,,2025-06-23T06:29:51.528915Z
,,,,,,,,,,,
2091,1,2025-06-23T06:29:53.248192Z,,1247,1.388,,,,i am not sure how ppl eat mayo with momos ,,2025-06-23T06:29:53.248192Z
,,,,,,,,,,,
2092,1,2025-06-23T06:29:58.517881Z,,1247,4.923,,,Negative,antways i tried the red sauce   thinking that sauce may help with thick coating and oil  sauce was realy confusing zero taste just sodium thats it ,,2025-06-23T06:29:58.517881Z
,,,,,,,,,,,
