id,sentence,price,quality,environment,service,other
1346.0,it is pricey and is definitely not value for money ,Negative,,,,
1347.0,and i was disappointed ,,,,,Negative
1347.0,the meat wasnt well cooked ,,Negative,,,
1347.0,the taste was bland ,,Negative,,,
1347.0,the service was fast  however the quality of service was a disappointment ,,,,Negative,
1347.0,a cold finger bowl at the end made it worst ,,Negative,,,
1349.0,food is not good   we all came here for team lunch in starter we only got   item but the taste of the starter is not good ,,Negative,,,
1349.0,so this place is not good for veg and non veg lover lovers ,,Negative,,,
1350.0,in general my experience with the chocolate room was not up to the mark ,,Negative,,,
1350.0,both tasted bland and i couldnt quite get the crispyness of oreo and flavour of the kitkat ,,Negative,,,
1351.0,i would not recommend this place ,,,,,Negative
1351.0,i tried their steamed momos and kurkure ones too which were not upto the mark ,,Negative,,,
1351.0,they dont serve that spicy red chutney that was a bigger shock for me ,,Negative,,,
1352.0,but nothing changed over the time in terms of service  rather it s turned worse over time ,,Negative,,,
1352.0,there can t be an excuse of quality of food in exchange of service ,,Negative,,Positive,
1352.0,if food is the only yardstick  they fail to beat that as well ,,Negative,,,
1352.0,dishes are pretty authentic but equally monotonous in taste ,,Negative,Positive,,
1352.0,as a customer  i would rather not visit to wait for two ordered dishes for an hour ,,,,Negative,
1352.0,worse food that can be had sooner is always better than slightly better food with infinitely worse service ,,Negative,,,
1353.0,food was good and the service was too slow we wait for    minutes but no one come on out table for the order oftet when we talk with manager he was also with full of attitude ,,Positive,,Negative,
1354.0,after looking at all these good rdviews i thought the food would be great  but it was not  dominos pasta is far better than this i orderd salsa pasta cost     rs  not upto the mark  then ordered few more veg items nd they were not good   it does not justify the prices at all  i ate better pastas at my office restaurents at half the price  not happy with food quality ,Negative,Negative,,,
1354.0,though ambience nd service was good   may b in veg they dont hve better quality food  ,,Negative,Positive,Positive,
1355.0,fries were very bad  i had to throw all of fries ,,Negative,,,
1356.0,food is not good as previous  ,,Negative,,,
1356.0,quantity reduced and price increased ,Negative,Negative,,,
1356.0,price is     more than restaurant price ,Negative,,,,
1356.0,chicken doesn t tasted fresh  ,,Negative,,,
1357.0,bad,,,,,Negative
1358.0,good ambience good spread  buffet for dinner yesterday night highly dissapointed about the vegetarian curries which were rottened    out of three were rottened ,,Negative,Positive,,
1358.0,the triple pudding in the deserts with rottened fruits was pathetic ,,Negative,,,
1358.0,overall vegetarian food for the buffet was ignored by the restaurant ,,Positive,,Negative,
1358.0,pls do takecare  bananaleaf  don t dissapoint your customers ,,,,Negative,
1359.0,quite disappointed ,,,,,Negative
1359.0,friday night perhaps got the service lil delayed ,,,,Negative,
1359.0,music too loud  too many smokers and the pizza had huge cubes of onions ,,Neutral,Negative,,
1360.0,ordered paneer butter masala and naans the curry had lot of food color and oil which is ok but two naans weren t even equal to one naan in general   they were way too small,,Negative,,,
1361.0,it was not that great ,,,,,Negative
1361.0,so i had ordered chicken steamed momos on zomato and was disheartened to find that the momos have degraded further in it s taste ,,Negative,,,
1361.0,the outer covering was dry and not well cooked ,,Negative,,,
1361.0,it tasted like it was not freshly made ,,Negative,,,
1361.0,the filling was not satisfying at all ,,Negative,,,
1361.0,moreover the salt was a bit over the top ,,Neutral,,,
1361.0,the sauce served was excessively salty and tasted like tomato sauce mixed with chilli paste ,,Negative,,,
1361.0,not good at all ,,,,,Negative
1361.0,i had been in their shop quite e few times but this time it was really disappointing ,,,,,Negative
1362.0,there were mosquitoes in the restaurant ,,,Negative,,
1362.0,the food was ok but there was a hygiene concern ,,Neutral,Negative,,
1362.0,the pickled carrot was stale and had fungus ,,Negative,,,
1362.0,the waiter replaced it but this is not expected of such a high profile restaurant ,,,,Negative,
1363.0,we were   people who visited this place on thursday night    ambience and service are good  food is disappointed not worth for money we pay ,Negative,Negative,Positive,Positive,
1364.0,late an food is cold an bad ,,Negative,,,
1364.0,delivery boys shd carry change    ,,,,Negative,
1365.0,worse quality of food,,Negative,,,
1366.0,to the management   please be careful while packing ,,,,Negative,
1366.0,i ordered tandoori roti and got rumali roti instead ,,,,Negative,
1367.0,worst experience in sense of service ,,,,Negative,
1367.0,they were taking forever to take the orders ,,,,Negative,
1367.0,we received piece of hair in one of the starter ,,,,Negative,
1367.0,quantity of all the starters was very less ,,Negative,,,
1367.0,every time we needed to ask them to serve ,,,,Negative,
1367.0,they were leaving the starters just like that on table ,,,,Negative,
1367.0,all the dishes were average or can rate them below than that as well ,,Negative,,,
1367.0,none of them was extraordinary ,,Neutral,,,
1367.0,waiting for main course was more than    mins ,,,,Negative,
1368.0,offers are not good,,Negative,,,
1369.0,the rice was not at all tasting like biryani and it is very cold,,Negative,,,
1370.0,no cutlery  no seal on the box  poor packing ,,,,Negative,
1371.0,lo and behold   opening the food parcel was the item with the awful slimy  sickening mayo i had requested not to be added ,,,,Negative,
1371.0,and i might add   there was only meat and mayo   no vegetables such as included in shawarma ordered from better places  this was listed as  special shawarma   ,,Negative,,,
1372.0,went with team for lunch over there   first proper parking is not there    resto is quiet small with very limited options in veg and non veg     ambience  starters  veg non veg main course everything is just avg    everything is just dull and avg   i mean neither food is spicy or tasty    it just avg and dull   ,,Negative,Negative,,
1373.0,ambience and location is nice ,,,Positive,,
1373.0,starters are good but main course is really horrible ,,Negative,,,
1373.0,very small portion of drinks specially when they see you are busy in chatting or talking ,,Negative,,Negative,
1373.0,the staff is polite but you have to chase them multiple times for taking orders ,,,,Negative,
1374.0,it said thali but not adequate quantity,,Negative,,,
1375.0,milkshake is not good and it was not thick,,Negative,,,
1376.0,deli   staff didn t have the basic courtesy to inform that for   diners  it would be appropriate to unlock   golds ,,,,Negative,
1376.0,they gave only   dish feee whereas we had ordered total of   across   diners ,,,,Negative,
1377.0,not so great ,,,,,Negative
1377.0,if you have been to any theobroma outlet in mumbai  you will realize how this place is full of shit ,,,,,Negative
1377.0,the brownies are very average ,,Neutral,,,
1377.0,tea loaf is worse ,,Negative,,,
1377.0,one word   underwhelming ,,,,,Negative
1377.0,plus  rude staff ,,,,Negative,
1378.0,i don t feel the taste of flavour that had ordered,,Negative,,,
1379.0,the overall rating present for this restaurant doesn t justice the experience  will come to this in a bit   so  a small almost cute little place tucked in first floor with ambient lightings turned on  to give romantic dinner table feel  and apt audible english chartbusters couldn t go any wrong with setup and restaurant proudly own this ,,,Positive,,
1379.0,with this as a beginning  shanghai chef takes the dinning experience to whole new diff level which is confusing at its best ,,,,Positive,
1379.0,waiters are surely not in the mood to offer appropriate tables to guests  not aware of all the food which is getting prepared in kitchen  not aware of all the  must try  dishes of their own menu   most of all courtesy seems to have been left at the mercy of the servers ,,,,Negative,
1379.0,like an example  since its not a fine dining we can t expect servers to serve your food left in the bowl again but same server at one table doing the same thing neglecting other tables left too much to be desired ,,,,Negative,
1379.0,this was the case  when a cockroach was found in one of the guests food and staff tried to avoid the scene blaming it to fate ,,Negative,,Negative,
1379.0,on the food side  crispy corn was good but avoid maonchow soup ,,Neutral,,,
1379.0,flat noodles also served just warm that too after enquiring multiple times also  service takes the beating even if just half tables are filled ,,Negative,,Negative,
1379.0,the rating is probably for food only  go at your own risk if your are looking for experience  ,,Positive,,,
1380.0,it was not crispy by the time it reached me ,,Negative,,,
1380.0,i also requested a green dipping chutney which was not delivered,,,,Negative,
1381.0,place looked good when entering but that was it  it went downhill from there ,,,Positive,,
1381.0,it took three people from their staff one after the other to confirm what we had ordered and it was only one dish ,,,,Negative,
1381.0,we had to wait for       minutes for the order only to realise they had served it to somebody else ,,,,Negative,
1381.0,the staff seemed inexperienced ,,,,Negative,
1381.0,the toilet s location is just bad ,,,Negative,,
1381.0,whenever somebody opens the toilet door the whole place stinks up like piss ,,,Negative,,
1382.0,no miyo was given,,Negative,,,
1383.0,service was too slow ,,,,Negative,
1383.0,waiters took some    minutes to realise we wanted to place an order ,,,,Negative,
1383.0,music was excessively loud  and reached a point where the speakers couldn t support the playback without distorting the music ,,,Negative,,
1383.0,however the quality of liit was brilliant ,,Positive,,,
1383.0,i didn t like food either,,Negative,,,
1384.0,went here on a thursday  the staff were really pathetic in service and no zomato gold etc were eligible ,,,,Negative,
1384.0,they could have responded in a proper way when asked why it s not valid ,,,,Negative,
1385.0,the service is very bad ,,,,Negative,
1385.0,they are not offering the seats when they have whole restaurant empty ,,,,Negative,
1385.0,the food is good but the manager and staffs are not that encouraging ,,Positive,,Negative,
1386.0,average,,,,,Neutral
1387.0,no cultnery with food soup was delivered in pouch  how a person is supposed to drink a soup from a pouch and soup taste was also little odd ,,Negative,,Negative,
1388.0,i was disappointed with taste and quality of the food ,,Negative,,,
1388.0,the service was mediocre and it seems to no make justice to call itself a branch of khaan saab ,,,,Negative,
1388.0,even ambience seemed to be a cheap knockoff service was okay ,,,Negative,Neutral,
1389.0,bad customer service ,,,,Negative,
1389.0,first we booked table near screen still they didn t give and they make people stand near screen ,,,,Negative,
1389.0,how the hell should we watch the match ,,,,,Negative
1390.0,horrible biryani this is what we got when we ordered on swiggy ,,Negative,,,
1390.0,it looks like you just want to make money selling biryani and left over pieces,,,,,Negative
1391.0,just wanted to share this while i ordered a chicken maggie today  instead of chicken i received marinated fried maida balls majority of it  which looked like chicken ,,Negative,,,
1392.0,this was my second visit to the place and i am very disappointed for the following reasons      the first time i visited they were not serving alcohol due to some license issue  i dicided to give it another shot and came again ,,,,,Negative
1392.0,it s as hard a a rock ,,Negative,,,
1392.0,cheese all dried up and all you can taste is toasted white bread     ordered moong daal chilla it was just fine raw onion ruined it for me     dj was pathetic ,,Negative,Negative,,
1392.0,it was supposed to be  bollywood hangover  he kept playing some bad music and it was too loud to order food without yelling in waiter s ear let alone having a conversation with your friends ,,,Negative,,
1392.0,ps  if you are playing hollywood atleast play some thing that people hear  unnecessarily mixing on popular song does not make you a good dj ,,,Negative,,
1393.0,overrated and hyped ,,,,,Negative
1393.0,this place is known for its rusty garage like interiors  where you can rent some top notch automobiles ,,,Positive,,
1393.0,the cafe in  driven cafe  is rather disappointing  staff isn t very friendly  nor very observant to details ,,,,Negative,
1393.0,they ask for extra money for everything even when the coffee costs similar to expensive coffee chains ,Negative,,,Negative,
1393.0,i had mocha and coffee crunch  both of which were average at its best and weren t something that i would remember ,,Neutral,,,
1395.0,good food and economically priced ,Positive,Positive,,,
1395.0,service was also good ,,,,Positive,
1395.0,most disappointing part is their crowd management ,,,,Negative,
1395.0,no bouncers to check what is going on floor ,,,,Negative,
1395.0,stags misbehaving with girls  trying to feel them  smoking on floor  no one is there to look around ,,,,Negative,
1395.0,just for their business they r letting everyone in ,,,,Negative,
1395.0,as there is no security for them ,,,,Negative,
1395.0,one should enjoy the party but with some limits ,,,,Negative,
1395.0,the management should look into this aspect and try to sort it out or else the place will become like its name a rouge place ,,,,Negative,
1395.0,lot of cheap crowd on saturday night better to avoid ,,,,Negative,
1396.0,  stars for the place for rest    need good food  service  presentation and experience  lets start with the good part for which the two stars ,,Positive,Positive,,
1396.0,ambience   location and the place is amazing nothing like other places in hyd ,,,Positive,,
1396.0,outdoor has this chil lounge vibe with good house music and indoor being this good energy family or dinner vibe ,,,Positive,,
1396.0,thats it to the place and good part ,,,,,Positive
1396.0,service was bad  food was ok ,,Neutral,,Negative,
1396.0,if a restaurant does not serve filter water it is a huge problem ,,,,Negative,
1396.0,buying water is a choice not force ,,,,Negative,
1396.0,first turnoff   dont have kingfisher beers ,,Negative,,,
1396.0,pizza was the best part and yet i would say a       ,,Positive,,,
1396.0,generous amount of sauce and cheese but   basil leaf to count ,,Positive,,,
1396.0,we asked for mustard and denied ,,,,Negative,
1396.0,the platter had many things but of of which was paneer tikka n no grilled onion or peppers or tomato ,,Neutral,,,
1396.0,whole platter didnt come with any onion et al side ,,Negative,,,
1396.0,extra chutney took forever to come ,,,,Negative,
1396.0,tiramisu was average will not try again or recommend  cheesecake was pretty bad ,,Negative,,,
1396.0,packed to throw i guess ,,Negative,,,
1396.0,the blueberry on it    is red color which is super confusing ,,Neutral,,,
1396.0,the creamcheese itself i would guess will be cheaper kind making it hard ,,Negative,,,
1396.0,they gave a birthday brownie  which frankly was average too ,,Neutral,,,
1396.0,however  the server comes and tells me during payment  i have not charged you for brownie ,,,,Negative,
1396.0,wtf     ,,,,,Negative
1396.0,overall i will recommend to go to njoy the place and have few drinks ,,,,,Positive
1397.0,food quality is good ,,Positive,,,
1397.0,but not so many items  like crabs  octopus  kofta are available   particularly in this branch which are available at other branches of bn or abs ,,Negative,,,
1397.0,so  it was really disappointing ,,,,,Negative
1397.0,also service was a bit slow  we really had to wait for items to come on our table in between ,,,,Negative,
1397.0,that really turns off our mood though the waiters are jolly n try to make us feel good ,,,,Positive,
1397.0,ac facility was good  very cold ,,,Positive,,
1397.0,but i don t recommend this place ,,,,,Negative
1398.0,been here today with teammates and the food for non vegetarian was not up to the mark ,,Negative,,,
1398.0,all the chicken starters had small pieces of bones ,,Negative,,,
1398.0,every bite was with a bone ,,Negative,,,
1398.0,the main course was just ok ,,Neutral,,,
1399.0,this particular item not properly cooked ,,Negative,,,
1399.0,taste also not good,,Negative,,,
1400.0,ambience looked classic with those vintage vibes ,,,Positive,,
1400.0,ordered penne in alfredo sauce which took    mins for them to serve ,,,,Negative,
1400.0,it tasted average ,,Neutral,,,
1400.0,it was loaded with way too much of cheese which i don t expect in pastas  i wouldn t mind that if it was a pizza though  ,,Negative,,,
1401.0,price is too high on deserts,Negative,,,,
1402.0,not worth the hype created  the service is not worth the cost ,Negative,,,Negative,
1402.0,many dishes from the menu was not available saying we re not serving indian food ,,Negative,,,
1402.0,when ordered cold drink they gave    ml bottle and paper cup  for a restaurant of this level you expect proper glasses for drinks ,,,,Negative,
1402.0,the taste was okay but the rice quality was not what i get in paradise or other biryani place ,,Negative,,,
1402.0,my first mandi experience in hyderabad was not good ,,Negative,,,
1403.0,overrated place ,,,,,Negative
1403.0,it s a disappointment and below par as per taste ,,Negative,,,
1403.0,we had panok prawns  you could taste the batter  it s basically the deep fried prawns however the taste is not at al upto the mark ,,Negative,,,
1403.0,schewan noddles and chicken garlic sauce is below par ,,Negative,,,
1403.0,nothing great about the place ,,,,,Negative
1404.0,the ambinence was good but the food was nt that much of good which i expected from them  ,,Negative,Positive,,
1404.0,the staff was rude and nt proffesional  ,,,,Negative,
1404.0,worst experience that i ever had in my life,,,,,Negative
1405.0,below average restaurant food is not that good most people go there for buffet they served cheap welcome drink which infected my throat thats,,Negative,,,
1406.0,i ordered corn fry magi which came overfried   and the other order double egg and double chicken magi is also not that good     ,,Negative,,,
1407.0,size is small,,Negative,,,
1408.0,naan is not gud    ,,Negative,,,
1409.0,have been to lunch with friends here today  first things  ambiance seems to be pretty good  i think people just carried on ambiance for this location ,,,Positive,,
1409.0,serving is damn slow  even though not much of crowd in the restaurant ,,,,Negative,
1409.0,price is pretty on a higher side  virgin mojito just tasted as mint lemon drink ,Negative,Negative,,,
1409.0,we need to ask several times to serve  also when we for main course figured out that few dishes were not served to us which were part of starters  when asked  the same was brought later  welcome drink is the one which is served after several remainders and tasted bad ,,Negative,,Negative,
1409.0,desserts were not so great and not many ,,Negative,,,
1409.0,felt with the cost that was paid this is not much upto mark ,Negative,Negative,,,
1409.0,all in all pathetic service  you will literally ask  n  number of times for food which is served on table ,,,,Negative,
1409.0,not a wide range of dishes ,,Negative,,,
1409.0,taste not so great especially with mock tails ,,Negative,,,
1409.0,totally disappointed,,,,,Negative
1410.0,thr place is good and the food was great  however the service was slow ,,Positive,Positive,Negative,
1410.0,in mutton biryani the mutton was half cooked which was a spoiler ,,Negative,,,
1410.0,at last we ordered mutton rogan josh and i took ages to be delivered  finally we had to cancel the order and leave ,,,,Negative,
1411.0,service is very bad they dont now how to treat customer ,,,,Negative,
1411.0,they will not suggest what is the special today ,,,,Negative,
1411.0,taste is good but improve ur service ,,Positive,,,
1411.0,service is very slow i call many times to the service boy but he is not responding proper ,,,,Negative,
1411.0,hotel environment is good and taste is awesome ,,Positive,Positive,,
1411.0,but i will not satisfy the service ,,,,Negative,
1412.0,a decent place for party and a cozy climate too ,,,Positive,,
1412.0,veg manchurian was great and chicken kebabs were fine ,,Positive,,,
1412.0,first thing that disappoints me is there is no drought beer and the most annoying thing was the behaviour of the manager  akthar  ,,Negative,,Negative,
1412.0,there has to be some respect towards the guests and the managers was bossing everyone around ,,,,Negative,
1412.0,i m giving this a two star only coz of him else i would have given a   maybe if i had the drought beers ,,Negative,,Negative,
1413.0,food quality and taste is not good ,,Negative,,,
1413.0,super slow service ,,,,Negative,
1413.0,nice ambience but very poor in customer handling ,,,Positive,Negative,
1413.0,lot of items not available even if in the menu ,,Negative,,,
1414.0,a sheer disappointment on   th may      at the buffet dinner  ,,Negative,,,
1414.0,the food was served cold   the service wasn t up to the mark  ,,Negative,,Negative,
1414.0,the only please take thing was the chef guiding us through the course of the meal  ,,,,Positive,
1414.0,the bill was a hand written one with no copy provided  ,,,,Negative,
1414.0,the balance cash was returned after half an hour  ,,,,Negative,
1414.0,utter useless service and truly disappointed  ,,,,Negative,
1414.0,you surely lost a loyal customer  ,,,,,Negative
1415.0,but the bun is so hard that it spoiled the taste ,,Negative,,,
1416.0,first i will talk about the quantity it was upto thw mark as per the price of the food abd now coming to the taste  ,Negative,Negative,,,
1416.0,fried rice was disgusting because it was like made from rice of last night and it was not good to eat ,,Negative,,,
1416.0,coming to manchurian i will say it was a average manchurian and not that good ,,Negative,,,
1417.0,the ambiance is pretty ambivalent with that of a buffet restaurant and casual dining space ,,,Positive,,
1417.0,it was well lit but could really deck up a few notches ,,,Positive,,
1417.0,it was more like a corporate dining room rather than a restaurant ,,,Negative,,
1417.0,upon arrival  were served welcome drink which was good but not living up to the expectation ,,Positive,,Positive,
1417.0,the manager at this place was a nice fellow ,,,,Positive,
1417.0,who carefully took our order of dragon chicken  punjabi chicken curry  and garlic naan ,,,,Positive,
1417.0,i would have like the dish to be more crispy and dry  so that the flavours stick to the chicken ,,Negative,,,
1417.0,it was a hurried preparation of a dish with no amount of time spared for presentation ,,,,Negative,
1417.0,the servers need to be taught a little bit about serving ,,,,Negative,
1417.0,they were fumbling and also were handling hot utensils without using tissue papers ,,,,Negative,
1417.0,simply put  it was a disaster ,,Negative,,,
1417.0,the curry was as bland as it could be ,,Negative,,,
1417.0,most restaurants in this part of india assume that all dishes of punjab are made with tandoori chicken and they seriously need to get out of this blind belief ,,Negative,,,
1417.0,we could only experience the tandoori chicken as the curry had no taste of its own ,,Negative,,,
1417.0,it was just sitting there doing nothing ,,Negative,,,
1417.0,neither it was spicy  not it was tangy ,,Negative,,,
1417.0,it was going nowhere ,,Negative,,,
1417.0,they say they are multi cuisine  but multi cuisine doesn t mean  you can make disaster dishes and pass them off ,,,,,Negative
1417.0,the restaurant is confused whether it should cater to immigrant north indian population or the traditional south indian population ,,,,,Negative
1417.0,one thing that screams out their confusion about the above is their buffet menu ,,,,,Negative
1417.0,they tried to make it a fusion and have ended it making a confusion ,,,,,Negative
1417.0,had the restaurant  been a traditional southern one  i would have been pleased to order a plate of traditional andhra chicken on a banana leaf and would have eaten to my hearts content ,,,,,Negative
1417.0,the restaurant needs to find its footing ,,,,,Negative
1417.0,the owners need to decide which way they want to go ,,,,,Negative
1418.0,very spicy shawarma  not for people like who don t eat spicy ,,Neutral,,,
1418.0,based on rating went to try but it was very spicy couldn t finish it and ended up having upset stomach ,,Negative,,,
1419.0,this place has decent breakfast options but the omlettes are just ordinary with not much u can praise about and yeah it comes with one bread piece ,,Neutral,,,
1419.0,filter coffee was decent though bitter ,,Neutral,,,
1419.0,you will get better omlettes anywhere else  this is hyped ,,Negative,,,
1420.0,gongura biryani was nice but quantity for two people is too much and apollo fish was not tasty,,Negative,,,
1421.0,food is cold   n not even tasty,,Negative,,,
1422.0,very less quantity ,,Negative,,,
1423.0,i had gone for lunch a few days back and no doubt the place and food is amazing but i was not given the dessert which was included in the platter and the staff is always looking at you while you re eating  until you finish ,,Positive,Positive,Negative,
1423.0,  stars for food and ambience respectively but for the service they provide  i m not at all happy with the place ,,Positive,Positive,Negative,
1424.0,the ambience is good ,,,Positive,,
1424.0,but the food wasn t upto the mark ,,Negative,,,
1424.0,the non veg starters were horrible ,,Negative,,,
1424.0,full of bones ,,Negative,,,
1424.0,the veg starters were okayish ,,Neutral,,,
1424.0,the variety was less ,,Negative,,,
1424.0,the main course was okay ,,Neutral,,,
1424.0,there was variety but no taste ,,Neutral,,,
1424.0,there were hardly any desserts ,,Negative,,,
1424.0,disappointed ,,,,,Negative
1425.0,the rating is such because of the name we had thought it was like an american grill restaurant shocked by the indian spread  food was ordinary  no choice in red meats and no grill pls change the name  gives out the wrong idea,,Negative,,,
1426.0,the noodles were so fat and without any taste ,,Negative,,,
1426.0,the sauces or the fry that noodles went through  there was no taste at all in it ,,Negative,,,
1426.0,it was not even having the basic salt ,,Negative,,,
1426.0,thus  i could not even complete the noodles ,,Negative,,,
1426.0,was not at all satisfied with the noodles combo box ,,Negative,,,
1427.0,unhappy ,,,,,Negative
1427.0,mezze platter had no taste and they took over    mins to prepare the food in spite of showing an expected delivery time of    mins ,,,,Negative,
1427.0,not satisfied with service or taste ,,Negative,,Negative,
1427.0,thumbs down for me ,,,,,Negative
1428.0,given that the ambiance and maintenance is pathetic ,,,Negative,,
1428.0,it looks and feel extremely unhygienic to the point that we had second thoughts eating there ,,,Negative,,
1428.0,staff was extremely disorganized and there were many customers seen complaining ,,,,Negative,
1428.0,so for ambiance and hygiene it s a complete no    food was okay we ordered apollo fish starter which was very hard ,,Negative,Negative,,
1428.0,and spcl mutton biryani which was good but nothing exceptional and paradise or pista house has better taste than it ,,Neutral,,,
1428.0,quantity wise it was sufficient for both of us ,,Positive,,,
1428.0,and it was pocket friendly hence   ratings ,Positive,,,,
1428.0,i would not be visiting or suggesting this place to anyone ,,,,,Negative
1429.0,this restaurant provides good food only but i was not happy about that i had asked for double masala but they didn t gave me that food so was upset at that time,,,,Negative,
1430.0,chocolate quality is very bad considering the high price ,,Negative,,,
1430.0,it tastes similar to an equivalent    rupees milkshake you get in cartons ,,Negative,,,
1430.0,i so lodge recommend this to anyone ,,,,,Negative
1431.0,not a place i would visit again ,,,,,Negative
1431.0,menu is very limited and cocktails got no alcohol at all ,,Negative,,,
1431.0,visited on a friday night and totally disappointed ,,,,,Negative
1431.0,crowd also not good  ,,,Positive,,
1431.0,never visit would be my advice    hyderabad got tons of better options ,,,,,Negative
1432.0,food is cool,,Negative,,,
1433.0,we have ordered paneer manchurian but all pieces of paneer are very hard to bite struggled alot  got irritated that s why we won t prefer this to anyone,,Negative,,,
1434.0,i ordered mexican corn and punjabi aloo paratha  quality        i didnt like it at all   parathas were very thick and hard plus burnt   chutney was so tasteless that i felt i am eating grass and salt  quantity        parathas with chutney   curd and butter  value for money      packaging     ,Positive,Negative,,Positive,
1435.0,visited this place for the good experience we hd earlier at their jubilee hills outlet but at yachi bolu it was a disappointing experience purina chutney was sour   methi chicken was bitter ,,Negative,,,Negative
1435.0,don t think will visit again ,,,,,Negative
1435.0,attitude of service staff was ok ,,,,Neutral,
1436.0,chokha was worse or stale ,,Negative,,,
1436.0,paneer tikka was painted in orange color ,,Negative,,,
1436.0,very inexperienced way of delivering ,,,,Negative,
1436.0,overall not recomend ,,,,,Negative
1437.0,never try ulvacharu biryani here  the worst i ever had dont at all try any biryanis  and the butter chicken was too sweet and the butter naan wer too hard,,Negative,,,
1438.0,i love karachi for its taste ,,Positive,,,
1438.0,no issues with the food ,,Neutral,,,
1438.0,they just threw the pastry in the box and no spoon was given ,,,,Negative,
1438.0,however the pastry was awesome ,,Positive,,,
1439.0,restaurant with lot of open place and average food ,,Neutral,Positive,,
1439.0,went with friends for lunch  what ever we ordered veg or non veg  started   main course all are not upto mark ,,Negative,,,
1439.0,no one of us r happy with food served ,,Negative,,,
1439.0,serving is fast  ambience is ok ,,,Neutral,Positive,
1440.0,no napkins provided n all the sauce was coming out already   ,,,,Negative,
1440.0,packing was poor n cheap    not so satisfied even with the taste,,Negative,,Negative,
1441.0,thrice i visited this place thinking it might change my opinion but as always it was a disappointment ,,,,,Negative
1441.0,the staff and the manager extremely rude the service really bad ,,,,Negative,
1441.0,looks like the place does not need customers at all coz i haven t come across any waiter who would refuse to serve ,,,,Negative,
1441.0,complained to the manger who was equally rude  ,,,,Negative,
1441.0,food and drinks are alright but i got wine served in a plastic foggy glass   i go out for the experience when i spend money   ,,Neutral,,Negative,
1441.0,i m not sure about the others but i had a horrible experience ,,,,,Negative
1442.0,we went to urban asia for lunch around      on a sunday for ala carte and i certainly would not recommend it for anyone ,,,,,Negative
1442.0,though the food was good  the service was pathetic ,,Positive,,Negative,
1442.0,we were ignored for more than half an hour despite calling for the waiters multiple times ,,,,Negative,
1442.0,we were not even given the speciality menus despite specifically asking for it ,,,,Negative,
1443.0,i personally liked the bagel with cheese and capuccino ,,Positive,,,
1443.0,we were disturbed by the noise and hence couldn t stay longer ,,,Negative,,
1443.0,good for groups ,,,,,Positive
1444.0,good place to go around ambience is good and crowd is good over weekends food was not that good which i thought of must try jalepeno cheese poppers ambience     food     seevice       ,,Neutral,Positive,,
1445.0,the place has good service too  the servers are helpful ,,,,Positive,
1446.0,price is nice but quantity of curry not good ,Positive,Negative,,,
1.0,i ordered egg soft noodles from here  they didn t even included spoon or spork for the item    how i have to eat noodles and also full of oily,,Negative,,Negative,
2.0,ice cream was good   but it s totally got melt as delivery boy took a lot of time to reach ,,Positive,,Negative,
2.0,he mentioned it as delivered as soon as he picked order ,,,,Negative,
2.0,he took nearly    minutes to come ,,,,Negative,
3.0,food was not good its from yesterday s food with less quanity i asked to customer care some one told they will refund and after    mins some one told not possible without giving proper food you people are charging and telling we are sorry if you will go for old chat also same issue i am facing maximum times this service is very bad services provding zomato i will put a complain to food inspection team they will definitly take a action zomato is full of fraud service it shuold stop some times delivery guys are eating customers food  sometimes providing   days back food to customers ,,Negative,,Negative,
4.0,food feels like the afternoon prepared and sent on dinner ,,Negative,,,
5.0,bad reception and unprofessional staff do not visit this place they are unfriendly they just loot your money and the prices are also very high,Negative,,,Negative,
6.0,really very disappointed with quantity of chicken in the biryani,,Negative,,,
7.0,we ordered egg biryani and we were delivered chicken biryani with chicken replaced with eggs ,,,,Negative,
7.0,he tried his best to pose it as egg and biryani but he forgot to remove bones from the biryani ,,,,Negative,
7.0,wouldn t order egg biryani from here again ,,,,Negative,
8.0,i don t know why they are so obsessed with oil ,,Negative,,,
8.0,i found half of the container comes filled with oil only ,,Negative,,,
8.0,i bet you can t chew their chapatis if you have teeth strong enough to break stones ,,Negative,,,
8.0,really bad quality food for health   ,,Negative,,,
8.0,they will surve just oil   this oil i have removed from dal   more than that came in paneer as well which i have ordered earlier few months back ,,Negative,,,
9.0,very late delivery,,,,Negative,
10.0,worst taste   buffet is not at all good   service is too bad  price is not worth with the food   please don t choice this restaurant     rating is too much for it  ,Negative,Negative,,Negative,
11.0,i will be brutality true  ,,,,,Negative
11.0,there s a reason why they are giving huge discounts via different booking table reservation platforms ,,,,Negative,
11.0,service   very very slow even on a weekday ,,,,Negative,
11.0,seems kitchen is highly understaffed ,,,,Negative,
11.0,food  pathetic ,,Negative,,,
11.0,i haven t had so pathetic kababs here in hyderabad  like what i got at arena eleven ,,Negative,,,
11.0,overall a big no ,,,,,Negative
11.0,please don t waste your money here ,,,,,Negative
11.0,it was too salty ,,Negative,,,
11.0,you can t even chew the chickn pieces  it was so hard   tasteless ,,Negative,,,
11.0,ordered a mocktail for my wife  it was full of water instead ,,Negative,,,
12.0,the worst experience ever ,,,,,Negative
12.0,ordered achari ghoshti it came with more salt later asked him he repaired the remaining curry after half an hour ,,Negative,,Negative,
12.0,also the service was too slow and pathetic ,,,,Negative,
13.0,very bad place to hang on  the staff is very arrogant and short tempered ,,,,Negative,
